id,Version,English,English (Europe),German,Spanish,Spanish (US),French,French (US),Italian,Dutch,Chinese,Chinese (Traditional),Japanese,Korean,Russian
ChangeStick_07590,1.0.0,bamboo wand,bamboo wand,Bambusstab,varita bambú,varita bambú,baguette bambou,baguette bambou,bacchetta bambù,bamboestaf,竹棒,竹棒,たけのステッキ,대나무 지팡이,палочка из бамбука
ChangeStick_07591,1.0.0,golden wand,golden wand,Goldstab,varita dorada,varita dorada,baguette d'or,baguette d'or,bacchetta d'oro,gouden staf,黄金棒,黃金棒,おうごんのステッキ,황금 지팡이,золотая палочка
ChangeStick_07592,1.0.0,iron wand,iron wand,Eisenstab,varita de hierro,varita de hierro,baguette en fer,baguette en fer,bacchetta d'acciaio,ijzeren staf,铁棒,鐵棒,てつのステッキ,철 지팡이,железная палочка
ChangeStick_08769,1.0.0,bug wand,bug wand,Insektenstab,varita bicho,varita insecto,baguette insecte,baguette insecte,bacchetta insetto,insectenstaf,虫子棒,蟲子棒,ムシのステッキ,곤충 지팡이,палочка с насекомым
ChangeStick_08770,1.0.0,fish wand,fish wand,Fischstab,varita pez,varita pez,baguette poisson,baguette poisson,bacchetta pesce,vissenstaf,鱼儿棒,魚兒棒,おサカナのステッキ,물고기 지팡이,палочка с рыбой
ChangeStick_12578,1.1.0,Bunny Day wand,Bunny Day wand,Häschentag-Stab,varita Caza del Huevo,varita Caza del Huevo,baguette fête des œufs,baguette fête des œufs,bacchetta caccia all'uovo,eierstaf,复活节棒,復活節棒,イースターなステッキ,이스터 지팡이,палочка на День зайцев
ChangeStick_12695,1.2.0,wedding wand,wedding wand,Hochzeitsstab,varita ramo de boda,varita ramo de boda,baguette de mariage,baguette de mariage,bacchetta nuziale,trouwstaf,婚礼棒,婚禮棒,ウェディングなステッキ,웨딩 지팡이,свадебная палочка
CliffMaker_02543,1.0.0,cliff construction permit,cliff construction permit,Plateaulizenz,permiso de elevaciones,permiso de desniveles,permis falaise,permis falaise,licenza rilievi,klifvergunning,悬崖施工许可证,懸崖施工許可證,がけこうじライセンス,절벽 공사 허가증,лицензия на скалы
FishingRod_02377,1.0.0,fishing rod,fishing rod,Angel,caña,caña,canne à pêche,canne à pêche,canna da pesca,hengel,钓竿,釣竿,つりざお,낚싯대,удочка
FishingRod_03084,1.0.0,flimsy fishing rod,flimsy fishing rod,Wackelangel,caña endeble,caña frágil,canne à pêche rudimentaire,canne à pêche rudimentaire,canna da pesca fragile,breekbare hengel,简陋钓竿,簡陋釣竿,ショボいつりざお,엉성한 낚싯대,непрочная удочка
FishingRod_08471,1.0.0,fish fishing rod,fish fishing rod,Fisch-Angel,caña pececito,caña pececito,canne à pêche poisson,canne à pêche poisson,canna pesciolino,vissenhengel,鱼儿钓竿,魚兒釣竿,おサカナつりざお,물고기 낚싯대,удочка с уткой
FishingRod_08472,1.0.0,colorful fishing rod,colorful fishing rod,Kinderangel,caña multicolor,caña multicolor,canne à pêche colorée,canne à pêche colorée,canna da pesca colorata,kleurrijke hengel,彩色钓竿,彩色釣竿,カラフルなつりざお,컬러풀 낚싯대,яркая удочка
FishingRod_08473,1.0.0,outdoorsy fishing rod,outdoorsy fishing rod,Profi-Angel,caña de acampada,caña de campamento,canne à pêche de rando,canne à pêche de rando,canna da campeggio,kampeerhengel,户外钓竿,戶外釣竿,アウトドアなつりざお,아웃도어 낚싯대,походная удочка
FishingRod_08660,1.0.0,golden rod,golden rod,Goldangel,caña de oro,caña de oro,canne à pêche dorée,canne à pêche dorée,canna d'oro,gouden hengel,金色钓竿,金色釣竿,きんのつりざお,금 낚싯대,золотая удочка
GroundMaker_03075,1.0.0,path construction permit,path construction permit,Wegelizenz,permiso de caminos,permiso de caminos,permis routes,permis routes,licenza strade,padenvergunning,道路施工许可证,道路施工許可證,どうろこうじライセンス,도로 공사 허가증,лицензия на дороги
Ladder_02615,1.0.0,ladder,ladder,Leiter,escalera de mano,escalera de mano,échelle,échelle,scala a pioli,ladder,梯子,梯子,はしご,사다리,лестница
Net_02376,1.0.0,flimsy net,flimsy net,Wackelkescher,red endeble,red frágil,filet rudimentaire,filet rudimentaire,retino fragile,breekbare net,简陋捕虫网,簡陋捕蟲網,ショボいあみ,엉성한 잠자리채,непрочный сачок
Net_05784,1.0.0,net,net,Kescher,red,red,filet,filet,retino,net,捕虫网,捕蟲網,あみ,잠자리채,сачок
Net_08176,1.0.0,star net,star net,Sternkescher,red estrella,red estrella,filet étoilé,filet étoilé,retino stella,sterrennet,星星捕虫网,星星捕蟲網,スターなあみ,별모양 잠자리채,сачок со звездой
Net_08177,1.0.0,colorful net,colorful net,Kinderkescher,red colorida,red colorida,filet coloré,filet coloré,retino colorato,kleurrijke net,彩色捕虫网,彩色捕蟲網,カラフルなあみ,컬러풀 잠자리채,яркий сачок
Net_08178,1.0.0,outdoorsy net,outdoorsy net,Profi-Kescher,red de acampada,red de campamento,filet de rando,filet de rando,retino da campeggio,kampeernet,户外捕虫网,戶外捕蟲網,アウトドアなあみ,아웃도어 잠자리채,походный сачок
Net_08179,1.0.0,golden net,golden net,Goldkescher,red de oro,red de oro,filet doré,filet doré,retino d'oro,gouden net,金色捕虫网,金色捕蟲網,きんのあみ,금 잠자리채,золотой сачок
RiverMaker_03247,1.0.0,waterscaping permit,waterscaping permit,Gewässerlizenz,permiso de obras fluviales,permiso de obras fluviales,permis cours d'eau,permis cours d'eau,licenza fiumi e laghi,watervergunning,河流施工许可证,河川施工許可證,かせんこうじライセンス,하천 공사 허가증,лицензия на реки и озера
Shovel_02099,1.0.0,shovel,shovel,Schaufel,pala,pala,pelle,pelle,pala,schep,铲子,鏟子,スコップ,삽,лопата
Shovel_03082,1.0.0,flimsy shovel,flimsy shovel,Wackelschaufel,pala endeble,pala frágil,pelle rudimentaire,pelle rudimentaire,pala fragile,breekbare schep,简陋铲子,簡陋鏟子,ショボいスコップ,엉성한 삽,непрочная лопата
Shovel_08574,1.0.0,golden shovel,golden shovel,Goldschaufel,pala de oro,pala de oro,pelle dorée,pelle dorée,pala d'oro,gouden schep,金色铲子,金色鏟子,きんのスコップ,금 삽,золотая лопата
Shovel_08575,1.0.0,outdoorsy shovel,outdoorsy shovel,Profi-Schaufel,pala de acampada,pala de campamento,pelle de rando,pelle de rando,pala da campeggio,kampeerschep,户外铲子,戶外鏟子,アウトドアなスコップ,아웃도어 삽,походная лопата
Shovel_08576,1.0.0,printed-design shovel,printed-design shovel,Designerschaufel,pala con estampado,pala con estampado,pelle design,pelle design,pala con motivo stampato,schep met patroon,花纹铲子,花紋鏟子,がらものスコップ,꽃무늬 삽,лопата с рисунком
Shovel_08577,1.0.0,colorful shovel,colorful shovel,Kinderschaufel,pala colorida,pala colorida,pelle colorée,pelle colorée,pala colorata,kleurrijke schep,彩色铲子,彩色鏟子,カラフルなスコップ,컬러풀 삽,яркая лопата
Slingshot_02822,1.0.0,slingshot,slingshot,Schleuder,tirachinas,resortera,lance-pierre,lance-pierre,fionda,katapult,弹弓,彈弓,パチンコ,새총,рогатка
Slingshot_08578,1.0.0,golden slingshot,golden slingshot,Goldschleuder,tirachinas de oro,resortera de oro,lance-pierre doré,lance-pierre doré,fionda d'oro,gouden katapult,金色弹弓,金色彈弓,きんのパチンコ,금 새총,золотая рогатка
Slingshot_08579,1.0.0,outdoorsy slingshot,outdoorsy slingshot,Profi-Schleuder,tirachinas de acampada,resortera de campamento,lance-pierre de rando,lance-pierre de rando,fionda da campeggio,kampeerkatapult,户外弹弓,戶外彈弓,アウトドアなパチンコ,아웃도어 새총,походная рогатка
Slingshot_08580,1.0.0,colorful slingshot,colorful slingshot,Kinderschleuder,tirachinas colorido,resortera colorida,lance-pierre coloré,lance-pierre coloré,fionda colorata,kleurrijke katapult,彩色弹弓,彩色彈弓,カラフルなパチンコ,컬러풀 새총,яркая рогатка
Timer_03331,1.0.0,timer,timer,Stoppuhr,cronómetro,cronómetro,chrono,chrono,cronometro,stopwatch,计时器,計時器,タイマー,타이머,таймер
Watering_02379,1.0.0,watering can,watering can,Gießkanne,regadera,regadera,arrosoir,arrosoir,annaffiatoio,gieter,浇花壶,澆花壺,ジョウロ,물뿌리개,лейка
Watering_03083,1.0.0,flimsy watering can,flimsy watering can,Wackelgießkanne,regadera endeble,regadera frágil,arrosoir rudimentaire,arrosoir rudimentaire,annaffiatoio fragile,breekbare gieter,简陋浇花壶,簡陋澆花壺,ショボいジョウロ,엉성한 물뿌리개,непрочная лейка
Watering_08533,1.0.0,golden watering can,golden watering can,Goldkanne,regadera de oro,regadera de oro,arrosoir doré,arrosoir doré,annaffiatoio d'oro,gouden gieter,金色浇花壶,金色澆花壺,きんのジョウロ,금 물뿌리개,золотая лейка
Watering_08534,1.0.0,colorful watering can,colorful watering can,Kinderkanne,regadera colorida,regadera colorida,arrosoir coloré,arrosoir coloré,annaffiatoio colorato,kleurrijke gieter,彩色浇花壶,彩色澆花壺,カラフルなジョウロ,컬러풀 물뿌리개,яркая лейка
Watering_08535,1.0.0,elephant watering can,elephant watering can,Elefantenkanne,regadera elefante,regadera elefante,arrosoir éléphant,arrosoir éléphant,annaffiatoio elefante,olifantengieter,大象浇花壶,大象澆花壺,ゾウさんジョウロ,코끼리 물뿌리개,лейка-слон
Watering_08536,1.0.0,outdoorsy watering can,outdoorsy watering can,Profi-Kanne,regadera de acampada,regadera de campamento,arrosoir de rando,arrosoir de rando,annaffiatoio da campeggio,kampeergieter,户外浇花壶,戶外澆花壺,アウトドアなジョウロ,아웃도어 물뿌리개,походная лейка
WoodenStickTool_04703,1.0.0,vaulting pole,vaulting pole,Sprungstab,pértiga,garrocha,perche,perche,asta da salto,polsstok,撑杆跳竿子,撐竿跳竿子,たかとびぼう,높이뛰기 장대,шест
StickLight_05741,1.0.0,light stick,light stick,Leuchtstab,vara de luz,vara de luz,baguette fluo,baguette fluo,bastoncino luminoso,lichtstaafje,荧光棒,螢光棒,スティックライト,형광봉,светящаяся палочка
Uchiwa_09762,1.0.0,Nook Inc. uchiwa fan,Nook Inc. uchiwa fan,Nook-Inc.-Uchiwa-Fächer,paipay de Nook Inc.,abanico paipay de Nook Inc.,éventail uchiwa Nook Inc.,éventail uchiwa Nook Inc.,ventaglio uchiwa Nook Inc.,Nook Inc.-uchiwa-waaier,Nook Inc.团扇,Nook Inc.扇子,たぬきかいはつうちわ,Nook Inc. 둥글부채,веер утива Nook Inc.
Ocarina_05320,1.0.0,ocarina,ocarina,Okarina,ocarina,ocarina,ocarina,ocarina,ocarina,ocarina,陶笛,陶笛,オカリナ,오카리나,окарина
Panflute_05517,1.0.0,pan flute,pan flute,Panflöte,sicu,sicu,flûte de pan,flûte de pan,flauto di Pan,panfluit,排笛,排笛,パンフルート,팬파이프,многоствольная флейта
PartyPopper_02753,1.0.0,party popper,party popper,Partyknaller,cañón de confeti,cañón de confeti,pétard,pétard,sparacoriandoli,confettiknaller,拉炮,拉炮,クラッカー,파티용 폭죽,хлопушка
PartyPopper_02753_pl,1.0.0,party poppers,party poppers,Partyknaller,cañones de confeti,cañones de confeti,pétards,pétards,sparacoriandoli,confettiknallers,拉炮,拉炮,クラッカー,파티용 폭죽,хлопушки
Tambourine_05430,1.0.0,tambourine,tambourine,Tamburin,pandereta,pandereta,tambourin,tambourin,tamburello,tamboerijn,铃鼓,鈴鼓,タンバリン,탬버린,бубен
